"initial_alias","converted_alias","name","description","namespace"
"ENSP00000209875","CBX5","CBX5","chromobox 5 [Source:HGNC Symbol;Acc:HGNC:1555]","ENSP"
"ENSP00000364678","EHMT2","EHMT2","euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129]","ENSP"
"ENSP00000417980","EHMT1","EHMT1","euchromatic histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24650]","ENSP"
"ENSP00000315700","CHAF1B","CHAF1B","chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]","ENSP"
"ENSP00000346997","SUV39H2","SUV39H2","SUV39H2 histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:17287]","ENSP"
"ENSP00000271640","SETDB1","SETDB1","SET domain bifurcated histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10761]","ENSP"
"ENSP00000377060","CBX1","CBX1","chromobox 1 [Source:HGNC Symbol;Acc:HGNC:1551]","ENSP"
"ENSP00000336741","DHX15","DHX15","DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738]","ENSP"
"ENSP00000372482","SNRNP25","SNRNP25","small nuclear ribonucleoprotein U11/U12 subunit 25 [Source:HGNC Symbol;Acc:HGNC:14161]","ENSP"
"ENSP00000344241","ZMAT5","ZMAT5","zinc finger matrin-type 5 [Source:HGNC Symbol;Acc:HGNC:28046]","ENSP"
"ENSP00000204549","PDCD7","PDCD7","programmed cell death 7 [Source:HGNC Symbol;Acc:HGNC:8767]","ENSP"
"ENSP00000361626","YBX1","YBX1","Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]","ENSP"
"ENSP00000266529","ZCRB1","ZCRB1","zinc finger CCHC-type and RNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:29620]","ENSP"
"ENSP00000432886","RNPC3","RNPC3","RNA binding region (RNP1, RRM) containing 3 [Source:HGNC Symbol;Acc:HGNC:18666]","ENSP"
"ENSP00000403310","SNRNP35","SNRNP35","small nuclear ribonucleoprotein U11/U12 subunit 35 [Source:HGNC Symbol;Acc:HGNC:30852]","ENSP"
"ENSP00000339834","SNRNP48","SNRNP48","small nuclear ribonucleoprotein U11/U12 subunit 48 [Source:HGNC Symbol;Acc:HGNC:21368]","ENSP"
"ENSP00000303015","ZRSR2","ZRSR2","zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2 [Source:HGNC Symbol;Acc:HGNC:23019]","ENSP"
"ENSP00000464050","DDX42","DDX42","DEAD-box helicase 42 [Source:HGNC Symbol;Acc:HGNC:18676]","ENSP"
"ENSP00000477908","CCL3","CCL3","C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627]","ENSP"
"ENSP00000225831","CCL2","CCL2","C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]","ENSP"
"ENSP00000483609","CCL4L2","CCL4L2","C-C motif chemokine ligand 4 like 2 [Source:HGNC Symbol;Acc:HGNC:24066]","ENSP"
"ENSP00000480558","CCL3L1","CCL3L1","C-C motif chemokine ligand 3 like 1 [Source:HGNC Symbol;Acc:HGNC:10628]","ENSP"
"ENSP00000480558","CCL3L3","CCL3L1","C-C motif chemokine ligand 3 like 1 [Source:HGNC Symbol;Acc:HGNC:10628]","ENSP"
"ENSP00000225844","CCL13","CCL13","C-C motif chemokine ligand 13 [Source:HGNC Symbol;Acc:HGNC:10611]","ENSP"
"ENSP00000416996","ACKR2","ACKR2","atypical chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1565]","ENSP"
"ENSP00000378118","CCL8","CCL8","C-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:10635]","ENSP"
"ENSP00000367832","CCL7","CCL7","C-C motif chemokine ligand 7 [Source:HGNC Symbol;Acc:HGNC:10634]","ENSP"
"ENSP00000474412","CCL5","CCL5","C-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10632]","ENSP"
"ENSP00000292301","None","None","None",""
"ENSP00000296140","CCR1","CCR1","C-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1602]","ENSP"
"ENSP00000354681","OPA1","OPA1","OPA1 mitochondrial dynamin like GTPase [Source:HGNC Symbol;Acc:HGNC:8140]","ENSP"
"ENSP00000400101","SLC25A13","SLC25A13","solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]","ENSP"
"ENSP00000267102","LMBR1L","LMBR1L","limb development membrane protein 1 like [Source:HGNC Symbol;Acc:HGNC:18268]","ENSP"
"ENSP00000354762","COA3","COA3","cytochrome c oxidase assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:24990]","ENSP"
"ENSP00000225665","SLC25A11","SLC25A11","solute carrier family 25 member 11 [Source:HGNC Symbol;Acc:HGNC:10981]","ENSP"
"ENSP00000255390","SCO1","SCO1","synthesis of cytochrome C oxidase 1 [Source:HGNC Symbol;Acc:HGNC:10603]","ENSP"
"ENSP00000388658","SLC25A12","SLC25A12","solute carrier family 25 member 12 [Source:HGNC Symbol;Acc:HGNC:10982]","ENSP"
"ENSP00000299335","COX11","COX11","cytochrome c oxidase copper chaperone COX11 [Source:HGNC Symbol;Acc:HGNC:2261]","ENSP"
"ENSP00000444433","SCO2","SCO2","synthesis of cytochrome C oxidase 2 [Source:HGNC Symbol;Acc:HGNC:10604]","ENSP"
"ENSP00000361042","SURF1","SURF1","SURF1 cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:11474]","ENSP"
"ENSP00000370882","OCIAD1","OCIAD1","OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074]","ENSP"
"ENSP00000227880","SLC15A3","SLC15A3","solute carrier family 15 member 3 [Source:HGNC Symbol;Acc:HGNC:18068]","ENSP"
"ENSP00000404700","PRELID3A","PRELID3A","PRELI domain containing 3A [Source:HGNC Symbol;Acc:HGNC:24639]","ENSP"
"ENSP00000449795","TRIAP1","TRIAP1","TP53 regulated inhibitor of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:26937]","ENSP"
"ENSP00000302114","PRELID1","PRELID1","PRELI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30255]","ENSP"
"ENSP00000266771","SLC15A4","SLC15A4","solute carrier family 15 member 4 [Source:HGNC Symbol;Acc:HGNC:23090]","ENSP"
"ENSP00000365686","SLC15A1","SLC15A1","solute carrier family 15 member 1 [Source:HGNC Symbol;Acc:HGNC:10920]","ENSP"
"ENSP00000348206","PRELID3B","PRELID3B","PRELI domain containing 3B [Source:HGNC Symbol;Acc:HGNC:15892]","ENSP"
"ENSP00000367911","SYCE1L","SYCE1L","synaptonemal complex central element protein 1 like [Source:HGNC Symbol;Acc:HGNC:37236]","ENSP"
"ENSP00000375909","SPHKAP","SPHKAP","SPHK1 interactor, AKAP domain containing [Source:HGNC Symbol;Acc:HGNC:30619]","ENSP"
"ENSP00000368245","TASL","TASL","TLR adaptor interacting with endolysosomal SLC15A4 [Source:HGNC Symbol;Acc:HGNC:25667]","ENSP"
"ENSP00000369996","ATXN3L","ATXN3L","ataxin 3 like [Source:HGNC Symbol;Acc:HGNC:24173]","ENSP"
"ENSP00000216039","JOSD1","JOSD1","Josephin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28953]","ENSP"
"ENSP00000332744","None","None","None",""
"ENSP00000296098","TRIM54","TRIM54","tripartite motif containing 54 [Source:HGNC Symbol;Acc:HGNC:16008]","ENSP"
"ENSP00000417769","IQUB","IQUB","IQ motif and ubiquitin domain containing [Source:HGNC Symbol;Acc:HGNC:21995]","ENSP"
"ENSP00000391788","IHO1","IHO1","interactor of HORMAD1 1 [Source:HGNC Symbol;Acc:HGNC:27945]","ENSP"
"ENSP00000328423","REC114","REC114","REC114 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:25065]","ENSP"
"ENSP00000294973","HAAO","HAAO","3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:HGNC:4796]","ENSP"
"ENSP00000404873","QPRT","QPRT","quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:9755]","ENSP"
"ENSP00000473370","MEI4","MEI4","meiotic double-stranded break formation protein 4 [Source:HGNC Symbol;Acc:HGNC:43638]","ENSP"
"ENSP00000347038","PLSCR4","PLSCR4","phospholipid scramblase 4 [Source:HGNC Symbol;Acc:HGNC:16497]","ENSP"
"ENSP00000261783","ARG2","ARG2","arginase 2 [Source:HGNC Symbol;Acc:HGNC:664]","ENSP"
"ENSP00000349446","ARG1","ARG1","arginase 1 [Source:HGNC Symbol;Acc:HGNC:663]","ENSP"
"ENSP00000379047","CCDC51","CCDC51","coiled-coil domain containing 51 [Source:HGNC Symbol;Acc:HGNC:25714]","ENSP"
"ENSP00000220420","TGM5","TGM5","transglutaminase 5 [Source:HGNC Symbol;Acc:HGNC:11781]","ENSP"
"ENSP00000391800","APLN","APLN","apelin [Source:HGNC Symbol;Acc:HGNC:16665]","ENSP"
"ENSP00000475344","APLNR","APLNR","apelin receptor [Source:HGNC Symbol;Acc:HGNC:339]","ENSP"
"ENSP00000481127","None","None","None",""
"ENSP00000349577","PRODH","PRODH","proline dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:9453]","ENSP"
"ENSP00000484618","APELA","APELA","apelin receptor early endogenous ligand [Source:HGNC Symbol;Acc:HGNC:48925]","ENSP"
"ENSP00000294489","PDPN","PDPN","podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]","ENSP"
"ENSP00000261789","TM9SF1","TM9SF1","transmembrane 9 superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:11864]","ENSP"
"ENSP00000298527","CLEC1B","CLEC1B","C-type lectin domain family 1 member B [Source:HGNC Symbol;Acc:HGNC:24356]","ENSP"
"ENSP00000355354","SOX15","SOX15","SRY-box transcription factor 15 [Source:HGNC Symbol;Acc:HGNC:11196]","ENSP"
"ENSP00000229402","KLRB1","KLRB1","killer cell lectin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6373]","ENSP"
"ENSP00000261340","CLEC2D","CLEC2D","C-type lectin domain family 2 member D [Source:HGNC Symbol;Acc:HGNC:14351]","ENSP"
"ENSP00000396163","CLEC2A","CLEC2A","C-type lectin domain family 2 member A [Source:HGNC Symbol;Acc:HGNC:24191]","ENSP"
"ENSP00000246229","PLAGL2","PLAGL2","PLAG1 like zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:9047]","ENSP"
"ENSP00000325546","PLAG1","PLAG1","PLAG1 zinc finger [Source:HGNC Symbol;Acc:HGNC:9045]","ENSP"
"ENSP00000438244","KLRF2","KLRF2","killer cell lectin like receptor F2 [Source:HGNC Symbol;Acc:HGNC:37646]","ENSP"
"ENSP00000301305","SLC39A4","SLC39A4","solute carrier family 39 member 4 [Source:HGNC Symbol;Acc:HGNC:17129]","ENSP"
"ENSP00000293261","TMEM143","TMEM143","transmembrane protein 143 [Source:HGNC Symbol;Acc:HGNC:25603]","ENSP"
"ENSP00000336887","SLC39A9","SLC39A9","solute carrier family 39 member 9 [Source:HGNC Symbol;Acc:HGNC:20182]","ENSP"
"ENSP00000269740","SLC39A3","SLC39A3","solute carrier family 39 member 3 [Source:HGNC Symbol;Acc:HGNC:17128]","ENSP"
"ENSP00000278520","CCDC82","CCDC82","coiled-coil domain containing 82 [Source:HGNC Symbol;Acc:HGNC:26282]","ENSP"
"ENSP00000364978","LY6G6C","LY6G6C","lymphocyte antigen 6 family member G6C [Source:HGNC Symbol;Acc:HGNC:13936]","ENSP"
"ENSP00000347583","MFSD12","MFSD12","major facilitator superfamily domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28299]","ENSP"
"ENSP00000364295","SLC66A1","SLC66A1","solute carrier family 66 member 1 [Source:HGNC Symbol;Acc:HGNC:26001]","ENSP"
"ENSP00000298681","SLC39A2","SLC39A2","solute carrier family 39 member 2 [Source:HGNC Symbol;Acc:HGNC:17127]","ENSP"
"ENSP00000467958","None","None","None",""
"ENSP00000262947","MYDGF","MYDGF","myeloid derived growth factor [Source:HGNC Symbol;Acc:HGNC:16948]","ENSP"
"ENSP00000267436","L2HGDH","L2HGDH","L-2-hydroxyglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:20499]","ENSP"
"ENSP00000362108","LCN2","LCN2","lipocalin 2 [Source:HGNC Symbol;Acc:HGNC:6526]","ENSP"
"ENSP00000299698","A2ML1","A2ML1","alpha-2-macroglobulin like 1 [Source:HGNC Symbol;Acc:HGNC:23336]","ENSP"
"ENSP00000260229","MMP27","MMP27","matrix metallopeptidase 27 [Source:HGNC Symbol;Acc:HGNC:14250]","ENSP"
"ENSP00000301202","LAIR2","LAIR2","leukocyte associated immunoglobulin like receptor 2 [Source:HGNC Symbol;Acc:HGNC:6478]","ENSP"
"ENSP00000380437","SLC22A17","SLC22A17","solute carrier family 22 member 17 [Source:HGNC Symbol;Acc:HGNC:23095]","ENSP"
"ENSP00000311746","KLK10","KLK10","kallikrein related peptidase 10 [Source:HGNC Symbol;Acc:HGNC:6358]","ENSP"
"ENSP00000329153","OR6C70","OR6C70","olfactory receptor family 6 subfamily C member 70 [Source:HGNC Symbol;Acc:HGNC:31299]","ENSP"
"ENSP00000406925","ODAPH","ODAPH","odontogenesis associated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:26300]","ENSP"
"ENSP00000226193","RCVRN","RCVRN","recoverin [Source:HGNC Symbol;Acc:HGNC:9937]","ENSP"
"ENSP00000267615","ITPK1","ITPK1","inositol-tetrakisphosphate 1-kinase [Source:HGNC Symbol;Acc:HGNC:6177]","ENSP"
"ENSP00000276569","ARMC1","ARMC1","armadillo repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:17684]","ENSP"
"ENSP00000297440","DNAAF5","DNAAF5","dynein axonemal assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:26013]","ENSP"
"ENSP00000363419","MTFR1L","MTFR1L","mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]","ENSP"
"ENSP00000433511","GRK6","GRK6","G protein-coupled receptor kinase 6 [Source:HGNC Symbol;Acc:HGNC:4545]","ENSP"
"ENSP00000264952","GRK7","GRK7","G protein-coupled receptor kinase 7 [Source:HGNC Symbol;Acc:HGNC:17031]","ENSP"
"ENSP00000334876","GRK1","GRK1","G protein-coupled receptor kinase 1 [Source:HGNC Symbol;Acc:HGNC:10013]","ENSP"
"ENSP00000308057","SNCB","SNCB","synuclein beta [Source:HGNC Symbol;Acc:HGNC:11140]","ENSP"
"ENSP00000294725","KCNT2","KCNT2","potassium sodium-activated channel subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:18866]","ENSP"
"ENSP00000363405","SHOC1","SHOC1","shortage in chiasmata 1 [Source:HGNC Symbol;Acc:HGNC:26535]","ENSP"
"ENSP00000406909","PHOSPHO1","PHOSPHO1","phosphoethanolamine/phosphocholine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:16815]","ENSP"
"ENSP00000343244","DUSP21","DUSP21","dual specificity phosphatase 21 [Source:HGNC Symbol;Acc:HGNC:20476]","ENSP"
"ENSP00000446828","BPNT1","BPNT1","3'(2'), 5'-bisphosphate nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:1096]","ENSP"
"ENSP00000384296","ACY1","ACY1","aminoacylase 1 [Source:HGNC Symbol;Acc:HGNC:177]","ENSP"
"ENSP00000378996","NREP","NREP","neuronal regeneration related protein [Source:HGNC Symbol;Acc:HGNC:16834]","ENSP"
"ENSP00000379226","TEX11","TEX11","testis expressed 11 [Source:HGNC Symbol;Acc:HGNC:11733]","ENSP"
"ENSP00000392368","CCDC198","CCDC198","coiled-coil domain containing 198 [Source:HGNC Symbol;Acc:HGNC:20189]","ENSP"
"ENSP00000420487","ABHD14A-ACY1","ABHD14A-ACY1","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENSP"
"ENSP00000361502","None","None","None",""
"ENSP00000388320","CTU2","CTU2","cytosolic thiouridylase subunit 2 [Source:HGNC Symbol;Acc:HGNC:28005]","ENSP"
"ENSP00000412922","None","None","None",""
"ENSP00000370639","ASMT","ASMT","acetylserotonin O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:750]","ENSP"
"ENSP00000390011","CTU1","CTU1","cytosolic thiouridylase subunit 1 [Source:HGNC Symbol;Acc:HGNC:29590]","ENSP"
"ENSP00000370718","ASMTL","ASMTL","acetylserotonin O-methyltransferase like [Source:HGNC Symbol;Acc:HGNC:751]","ENSP"
"ENSP00000247665","PHPT1","PHPT1","phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30033]","ENSP"
"ENSP00000452793","GDPGP1","GDPGP1","GDP-D-glucose phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:34360]","ENSP"
"ENSP00000444788","TDO2","TDO2","tryptophan 2,3-dioxygenase [Source:HGNC Symbol;Acc:HGNC:11708]","ENSP"
"ENSP00000303575","NUDT9","NUDT9","nudix hydrolase 9 [Source:HGNC Symbol;Acc:HGNC:8056]","ENSP"
"ENSP00000408058","NTMT2","NTMT2","N-terminal Xaa-Pro-Lys N-methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:31932]","ENSP"
"ENSP00000351342","PTPN5","PTPN5","protein tyrosine phosphatase non-receptor type 5 [Source:HGNC Symbol;Acc:HGNC:9657]","ENSP"
"ENSP00000380514","HAGH","HAGH","hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805]","ENSP"
"ENSP00000272895","ABCA12","ABCA12","ATP binding cassette subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:14637]","ENSP"
"ENSP00000411096","ABCA13","ABCA13","ATP binding cassette subfamily A member 13 [Source:HGNC Symbol;Acc:HGNC:14638]","ENSP"
"ENSP00000284425","ABCA6","ABCA6","ATP binding cassette subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:36]","ENSP"
"ENSP00000359245","ABCA4","ABCA4","ATP binding cassette subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:34]","ENSP"
"ENSP00000269081","ABCA10","ABCA10","ATP binding cassette subfamily A member 10 [Source:HGNC Symbol;Acc:HGNC:30]","ENSP"
"ENSP00000376443","ABCA5","ABCA5","ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]","ENSP"
"ENSP00000467271","ABCA8","ABCA8","ATP binding cassette subfamily A member 8 [Source:HGNC Symbol;Acc:HGNC:38]","ENSP"
"ENSP00000342216","ABCA9","ABCA9","ATP binding cassette subfamily A member 9 [Source:HGNC Symbol;Acc:HGNC:39]","ENSP"
"ENSP00000315635","TMEM25","TMEM25","transmembrane protein 25 [Source:HGNC Symbol;Acc:HGNC:25890]","ENSP"
"ENSP00000357980","HTRA1","HTRA1","HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]","ENSP"
"ENSP00000303766","HTRA3","HTRA3","HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406]","ENSP"
"ENSP00000396379","ZNF302","ZNF302","zinc finger protein 302 [Source:HGNC Symbol;Acc:HGNC:13848]","ENSP"
"ENSP00000267425","NOP9","NOP9","NOP9 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:19826]","ENSP"
"ENSP00000432869","LARGE2","LARGE2","LARGE xylosyl- and glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16522]","ENSP"
"ENSP00000347088","LARGE1","LARGE1","LARGE xylosyl- and glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:6511]","ENSP"
"ENSP00000309096","B4GAT1","B4GAT1","beta-1,4-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15685]","ENSP"
"ENSP00000410926","LMLN","LMLN","leishmanolysin like peptidase [Source:HGNC Symbol;Acc:HGNC:15991]","ENSP"
"ENSP00000304782","CES3","CES3","carboxylesterase 3 [Source:HGNC Symbol;Acc:HGNC:1865]","ENSP"
"ENSP00000317578","GRK3","GRK3","G protein-coupled receptor kinase 3 [Source:HGNC Symbol;Acc:HGNC:290]","ENSP"
"ENSP00000478024","CCL16","CCL16","C-C motif chemokine ligand 16 [Source:HGNC Symbol;Acc:HGNC:10614]","ENSP"
"ENSP00000219235","CCL22","CCL22","C-C motif chemokine ligand 22 [Source:HGNC Symbol;Acc:HGNC:10621]","ENSP"
"ENSP00000332659","CCR4","CCR4","C-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:1605]","ENSP"
"ENSP00000479097","CCL14","CCL14","C-C motif chemokine ligand 14 [Source:HGNC Symbol;Acc:HGNC:10612]","ENSP"
"ENSP00000219244","CCL17","CCL17","C-C motif chemokine ligand 17 [Source:HGNC Symbol;Acc:HGNC:10615]","ENSP"
"ENSP00000326432","CCR8","CCR8","C-C motif chemokine receptor 8 [Source:HGNC Symbol;Acc:HGNC:1609]","ENSP"
"ENSP00000225842","CCL1","CCL1","C-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10609]","ENSP"
"ENSP00000262483","PITPNM3","PITPNM3","PITPNM family member 3 [Source:HGNC Symbol;Acc:HGNC:21043]","ENSP"
"ENSP00000479955","CCL18","CCL18","C-C motif chemokine ligand 18 [Source:HGNC Symbol;Acc:HGNC:10616]","ENSP"
"ENSP00000006053","CX3CL1","CX3CL1","C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]","ENSP"
"ENSP00000311035","CD200R1","CD200R1","CD200 receptor 1 [Source:HGNC Symbol;Acc:HGNC:24235]","ENSP"
"ENSP00000351059","CX3CR1","CX3CR1","C-X3-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:2558]","ENSP"
"ENSP00000420298","CD200","CD200","CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]","ENSP"
"ENSP00000405424","OXR1","OXR1","oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]","ENSP"
"ENSP00000384387","HCRTR1","HCRTR1","hypocretin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4848]","ENSP"
"ENSP00000293330","HCRT","HCRT","hypocretin neuropeptide precursor [Source:HGNC Symbol;Acc:HGNC:4847]","ENSP"
"ENSP00000381272","CD200R1L","CD200R1L","CD200 receptor 1 like [Source:HGNC Symbol;Acc:HGNC:24665]","ENSP"
"ENSP00000304133","SCG2","SCG2","secretogranin II [Source:HGNC Symbol;Acc:HGNC:10575]","ENSP"
"ENSP00000477548","HCRTR2","HCRTR2","hypocretin receptor 2 [Source:HGNC Symbol;Acc:HGNC:4849]","ENSP"
"ENSP00000457206","SPSB3","SPSB3","splA/ryanodine receptor domain and SOCS box containing 3 [Source:HGNC Symbol;Acc:HGNC:30629]","ENSP"
"ENSP00000473047","KLK11","KLK11","kallikrein related peptidase 11 [Source:HGNC Symbol;Acc:HGNC:6359]","ENSP"
"ENSP00000337733","KLK5","KLK5","kallikrein related peptidase 5 [Source:HGNC Symbol;Acc:HGNC:6366]","ENSP"
"ENSP00000352936","SPINK5","SPINK5","serine peptidase inhibitor Kazal type 5 [Source:HGNC Symbol;Acc:HGNC:15464]","ENSP"
"ENSP00000250351","KLK12","KLK12","kallikrein related peptidase 12 [Source:HGNC Symbol;Acc:HGNC:6360]","ENSP"
"ENSP00000324870","SPINK6","SPINK6","serine peptidase inhibitor Kazal type 6 [Source:HGNC Symbol;Acc:HGNC:29486]","ENSP"
"ENSP00000445768","DENND11","DENND11","DENN domain containing 11 [Source:HGNC Symbol;Acc:HGNC:29472]","ENSP"
"ENSP00000375678","KLK14","KLK14","kallikrein related peptidase 14 [Source:HGNC Symbol;Acc:HGNC:6362]","ENSP"
"ENSP00000470555","KLK13","KLK13","kallikrein related peptidase 13 [Source:HGNC Symbol;Acc:HGNC:6361]","ENSP"
"ENSP00000367139","SPINK9","SPINK9","serine peptidase inhibitor Kazal type 9 [Source:HGNC Symbol;Acc:HGNC:32951]","ENSP"
"ENSP00000370936","E2F6","E2F6","E2F transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3120]","ENSP"
"ENSP00000363124","PHF20","PHF20","PHD finger protein 20 [Source:HGNC Symbol;Acc:HGNC:16098]","ENSP"
"ENSP00000351490","MAX","MAX","MYC associated factor X [Source:HGNC Symbol;Acc:HGNC:6913]","ENSP"
"ENSP00000382863","None","None","None",""
"ENSP00000436786","KMT2A","KMT2A","lysine methyltransferase 2A [Source:HGNC Symbol;Acc:HGNC:7132]","ENSP"
"ENSP00000314029","SENP3","SENP3","SUMO specific peptidase 3 [Source:HGNC Symbol;Acc:HGNC:17862]","ENSP"
"ENSP00000301396","PELP1","PELP1","proline, glutamate and leucine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:30134]","ENSP"
"ENSP00000219905","MGA","MGA","MAX dimerization protein MGA [Source:HGNC Symbol;Acc:HGNC:14010]","ENSP"
"ENSP00000448598","C17orf49","C17orf49","chromosome 17 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28737]","ENSP"
"ENSP00000309555","HCFC1","HCFC1","host cell factor C1 [Source:HGNC Symbol;Acc:HGNC:4839]","ENSP"
"ENSP00000419494","RYBP","RYBP","RING1 and YY1 binding protein [Source:HGNC Symbol;Acc:HGNC:10480]","ENSP"
"ENSP00000366271","KDM2B","KDM2B","lysine demethylase 2B [Source:HGNC Symbol;Acc:HGNC:13610]","ENSP"
"ENSP00000415151","CBFB","CBFB","core-binding factor subunit beta [Source:HGNC Symbol;Acc:HGNC:1539]","ENSP"
"ENSP00000216237","L3MBTL2","L3MBTL2","L3MBTL histone methyl-lysine binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18594]","ENSP"
"ENSP00000318094","SCMH1","SCMH1","Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]","ENSP"
"ENSP00000344087","AUTS2","AUTS2","activator of transcription and developmental regulator AUTS2 [Source:HGNC Symbol;Acc:HGNC:14262]","ENSP"
"ENSP00000262506","CSNK2A2","CSNK2A2","casein kinase 2 alpha 2 [Source:HGNC Symbol;Acc:HGNC:2459]","ENSP"
"ENSP00000367705","BCOR","BCOR","BCL6 corepressor [Source:HGNC Symbol;Acc:HGNC:20893]","ENSP"
