module	monet_type	experiment_info	function_summary	term_id_GO_BP	term_id_KEGG	term_id_REAC	goslim_pir	genes
338	R1	e019_R1	regulation of systemic arterial blood pressure mediated by a chemical signal / Viral protein interaction with cytokine and cytokine receptor / Class A/1 (Rhodopsin-like receptors)	GO:0003044	KEGG:04061	REAC:R-HSA-373076	GO:0008015;GO:0065008;GO:0050789;GO:0050886	ENSP00000272190;ENSP00000272928;ENSP00000276198;ENSP00000302234;ENSP00000305372;ENSP00000305426;ENSP00000306490;ENSP00000306662;ENSP00000310305;ENSP00000337065;ENSP00000355627;ENSP00000360973;ENSP00000367697;ENSP00000376609;ENSP00000377303;ENSP00000379140;ENSP00000384537;ENSP00000385749;ENSP00000386884;ENSP00000471493;ENSP00000482259
339	R1	e019_R1	retrograde transport, endosome to Golgi / Retrograde transport at the Trans-Golgi-Network	GO:0042147	NA	REAC:R-HSA-6811440	GO:0051641;GO:0016192	ENSP00000272322;ENSP00000279281;ENSP00000281474;ENSP00000285208;ENSP00000307666;ENSP00000307939;ENSP00000311449;ENSP00000328524;ENSP00000349351;ENSP00000356737;ENSP00000362656;ENSP00000378356;ENSP00000381567;ENSP00000401435;ENSP00000409952
340	R1	e019_R1	proteasomal protein catabolic process / Protein processing in endoplasmic reticulum	GO:0010498	KEGG:04141	NA	GO:0050896;GO:0006508;GO:0009057	ENSP00000274140;ENSP00000289528;ENSP00000294119;ENSP00000295050;ENSP00000296328;ENSP00000301281;ENSP00000306625;ENSP00000312107;ENSP00000321617;ENSP00000343001;ENSP00000346130;ENSP00000351777;ENSP00000375914;ENSP00000379201;ENSP00000380460;ENSP00000387362;ENSP00000418529
342	R1	e019_R1	binding of sperm to zona pellucida / Interaction With Cumulus Cells And The Zona Pellucida	GO:0007339	NA	REAC:R-HSA-2534343	GO:0050789;GO:0008037	ENSP00000278853;ENSP00000378326;ENSP00000460971;ENSP00000482304
343	R1	e019_R1	synaptonemal complex assembly / Meiotic synapsis	GO:0007130	NA	REAC:R-HSA-1221632	GO:0022607;GO:0000280;GO:0051276	ENSP00000280358;ENSP00000293695;ENSP00000341282;ENSP00000350162;ENSP00000358535;ENSP00000376658;ENSP00000385480
345	R1	e019_R1	GPI anchor biosynthetic process / Glycosylphosphatidylinositol (GPI)-anchor biosynthesis / Synthesis of glycosylphosphatidylinositol (GPI)	GO:0006506	KEGG:00563	REAC:R-HSA-162710	GO:0036211;GO:0044255;GO:0009059;GO:0006793	ENSP00000281382;ENSP00000367880;ENSP00000415203
346	R1	e019_R1	detection of chemical stimulus involved in sensory perception of sour taste	GO:0001581	NA	NA	GO:0051606	ENSP00000289672;ENSP00000325296;ENSP00000480090
347	R1	e019_R1	follicle-stimulating hormone signaling pathway / Glycoprotein hormones	GO:0042699	NA	REAC:R-HSA-209822	GO:0050789;GO:0048511	ENSP00000301408;ENSP00000311538;ENSP00000337261;ENSP00000345719;ENSP00000349954;ENSP00000355330;ENSP00000356584;ENSP00000384708;ENSP00000393333;ENSP00000400717;ENSP00000416606;ENSP00000435365;ENSP00000455215;ENSP00000482232
348	R1	e019_R1	phospholipid transport / TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	GO:0015914	NA	REAC:R-HSA-6803204	GO:0006869	ENSP00000302114;ENSP00000348206;ENSP00000404700;ENSP00000449795
349	R1	e019_R1	Relaxin signaling pathway / Relaxin receptors	NA	KEGG:04926	REAC:R-HSA-444821	NA	ENSP00000302724;ENSP00000328708;ENSP00000357301;ENSP00000371040;ENSP00000397415;ENSP00000405841
350	R1	e019_R1	thymocyte migration	GO:0072679	NA	NA	GO:0002376	ENSP00000303532;ENSP00000343952;ENSP00000351671;ENSP00000383715
351	R1	e019_R1	Defective NEU1 causes sialidosis	NA	NA	REAC:R-HSA-4341670	NA	ENSP00000306920;ENSP00000361562;ENSP00000364782
352	R1	e019_R1	protein O-linked mannosylation / Mannose type O-glycan biosynthesis	GO:0035269	KEGG:00515	NA	GO:0036211	ENSP00000309096;ENSP00000347088;ENSP00000432869
353	R1	e019_R1	positive regulation of T cell chemotaxis / Viral protein interaction with cytokine and cytokine receptor / Chemokine receptors bind chemokines	GO:0010820	KEGG:04061	REAC:R-HSA-380108	GO:0050789	ENSP00000310405;ENSP00000356792;ENSP00000356793
354	R1	e019_R1	Glucagon signaling pathway / Glycogen breakdown (glycogenolysis)	NA	KEGG:04922	REAC:R-HSA-70221	GO:0005976;GO:0006112	ENSP00000313504;ENSP00000362643;ENSP00000369274;ENSP00000445440;ENSP00000455607
355	R1	e019_R1	fever generation / Regulation of TP53 Activity	GO:0001660	NA	REAC:R-HSA-5633007	GO:0050789;GO:0032501;GO:0050896	ENSP00000314080;ENSP00000324404;ENSP00000342385;ENSP00000344215;ENSP00000355924;ENSP00000356438;ENSP00000378181;ENSP00000385571
356	R1	e019_R1	sulfation / Cytosolic sulfonation of small molecules	GO:0051923	NA	REAC:R-HSA-156584	GO:0006790	ENSP00000319622;ENSP00000332565;ENSP00000353600;ENSP00000378570;ENSP00000378972;ENSP00000378992
357	R1	e019_R1	calcium import into the mitochondrion / Processing of SMDT1	GO:0036444	NA	REAC:R-HSA-8949664	GO:0006811	ENSP00000321455;ENSP00000327467;ENSP00000354415;ENSP00000362144;ENSP00000368468;ENSP00000371811;ENSP00000378145
358	R1	e019_R1	GTP biosynthetic process / Purine ribonucleoside monophosphate biosynthesis	GO:0006183	NA	REAC:R-HSA-73817	GO:0009117	ENSP00000321584;ENSP00000345096;ENSP00000361704
359	R1	e019_R1	cell-cell adhesion via plasma-membrane adhesion molecules	GO:0098742	NA	NA	GO:0007155	ENSP00000322270;ENSP00000332879;ENSP00000340688;ENSP00000367292;ENSP00000385143;ENSP00000422533;ENSP00000429430
360	R1	e019_R1	innate immune response in mucosa / Staphylococcus aureus infection / Alpha-defensins	GO:0002227	KEGG:05150	REAC:R-HSA-1462054	GO:0002376;GO:0031640;GO:0050789;GO:0050896	ENSP00000328359;ENSP00000372136;ENSP00000372139
361	R1	e019_R1	establishment of mitochondrion localization, microtubule-mediated / RHOT1 GTPase cycle	GO:0034643	NA	REAC:R-HSA-9013425	GO:0051640;GO:0051641;GO:0006810	ENSP00000328875;ENSP00000328998;ENSP00000351132
364	R1	e019_R1	detection of chemical stimulus involved in sensory perception of sweet taste / Class C/3 (Metabotropic glutamate/pheromone receptors)	GO:0001582	NA	REAC:R-HSA-420499	GO:0051606;GO:0050877	ENSP00000331867;ENSP00000344411;ENSP00000364520
366	R1	e019_R1	fatty acid beta-oxidation using acyl-CoA dehydrogenase	GO:0033539	NA	NA	GO:0006082;GO:0044255	ENSP00000346173;ENSP00000359871;ENSP00000452762
367	R1	e019_R1	protein ufmylation	GO:0071569	NA	NA	GO:0036211;GO:0050789;GO:0050896	ENSP00000346483;ENSP00000358283;ENSP00000438886
368	R1	e019_R1	negative regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity / Synthesis of PIPs in the nucleus	GO:0090217	NA	REAC:R-HSA-8847453	GO:0050789;GO:0044255;GO:0065009;GO:0006793	ENSP00000347032;ENSP00000365757;ENSP00000482548
370	R1	e019_R1	microtubule anchoring at centrosome	GO:0034454	NA	NA	GO:0006996	ENSP00000355500;ENSP00000371472;ENSP00000466690;ENSP00000474071
371	R1	e019_R1	N-Glycan biosynthesis / Defective ALG14 causes ALG14-CMS	NA	KEGG:00510	REAC:R-HSA-5633231	GO:0044255	ENSP00000359224;ENSP00000378260;ENSP00000386597
372	R1	e019_R1	lactate metabolic process / Propanoate metabolism	GO:0006089	KEGG:00640	NA	NA	ENSP00000379386;ENSP00000437783;ENSP00000445175
373	R1	e019_R1	apelin receptor signaling pathway	GO:0060183	NA	NA	GO:0032502;GO:0050789	ENSP00000391800;ENSP00000475344;ENSP00000484618
